Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score
14,78,High,Medium,7,76,Yes,0,High,Medium,2,College,Near,65
23,84,High,High,8,93,Yes,1,High,Medium,3,Postgraduate,Far,72
23,73,High,High,6,50,Yes,1,Medium,Medium,3,College,Near,68
26,91,High,Medium,7,57,Yes,3,Medium,Medium,3,College,Near,72
37,94,High,Medium,8,52,Yes,1,Low,Medium,3,Postgraduate,Near,76
22,73,Medium,Low,5,58,Yes,4,Low,Medium,3,College,Near,65
17,94,Low,Medium,8,85,Yes,1,Medium,Low,4,High School,Near,68
20,64,Medium,Medium,6,57,Yes,3,Low,High,4,College,Near,65
9,94,Medium,Medium,6,81,Yes,0,Low,High,3,High School,Near,66
16,66,Low,Medium,6,93,Yes,7,Low,Medium,2,High School,Far,63
18,63,Medium,Low,7,52,Yes,2,High,High,3,Postgraduate,Moderate,63
17,86,Medium,Medium,5,51,Yes,2,Low,Medium,2,Postgraduate,Moderate,66
21,79,High,Low,8,99,Yes,2,Low,High,4,High School,Near,69
15,96,Medium,High,7,84,Yes,3,Medium,Low,1,Postgraduate,Near,72
27,75,Medium,Low,10,57,Yes,3,High,Low,3,High School,Near,66
20,71,Medium,Medium,7,65,No,2,Medium,Medium,4,High School,Moderate,64
20,80,Medium,Low,8,99,Yes,0,Low,High,3,High School,,67
18,78,High,High,6,61,Yes,1,Low,Medium,5,High School,Near,67
21,74,Low,Medium,5,88,Yes,1,Medium,High,1,College,Near,66
25,88,Medium,Low,8,62,Yes,2,Low,Medium,2,High School,Near,68
15,90,Medium,Medium,5,70,Yes,0,Medium,Medium,2,High School,Moderate,65
16,94,Medium,High,8,94,Yes,2,Low,High,3,High School,Near,71
18,99,Medium,High,10,51,Yes,1,Medium,Low,4,Postgraduate,Near,71
12,71,Medium,Medium,8,65,Yes,1,Medium,High,2,High School,Moderate,62
15,89,Medium,High,8,74,Yes,2,Medium,High,2,College,Near,69
17,76,Medium,Low,7,81,Yes,4,High,Medium,2,High School,Near,65
25,87,High,Low,6,51,Yes,3,Medium,Medium,3,Postgraduate,Near,70
22,79,Medium,Medium,7,71,Yes,2,Low,,2,College,Moderate,66
21,100,Medium,Medium,6,67,Yes,0,High,Medium,3,High School,Far,70
25,89,Medium,High,5,51,Yes,2,Medium,High,2,Postgraduate,Moderate,70
19,98,Low,High,7,68,Yes,1,Low,Medium,4,High School,Moderate,69
22,93,High,Low,9,97,Yes,2,Medium,Medium,3,High School,Near,71
19,96,Medium,Medium,5,64,Yes,1,Medium,Medium,3,High School,Near,69
22,93,High,Medium,9,79,Yes,2,Medium,High,2,Postgraduate,Near,73
17,78,Medium,Medium,9,65,Yes,1,Medium,High,4,High School,Moderate,65
5,70,High,High,8,55,Yes,3,Low,Medium,3,High School,Near,62
19,75,Medium,High,8,64,Yes,2,High,Low,5,Postgraduate,Moderate,67
29,61,Low,Medium,7,74,Yes,1,Medium,Medium,3,Postgraduate,Moderate,65
26,81,Low,Medium,7,65,Yes,1,Medium,Medium,3,High School,Far,65
26,80,Medium,High,6,81,Yes,0,Medium,Medium,2,College,Near,70
27,81,Medium,Medium,7,97,Yes,1,Medium,Medium,2,College,Near,70
21,99,Medium,High,7,53,Yes,0,Medium,Low,4,Postgraduate,Near,71
21,96,High,Low,10,86,Yes,1,Low,High,3,College,Near,71
16,66,Medium,Medium,8,50,Yes,1,Medium,High,4,High School,Moderate,62
18,75,Medium,Low,7,50,Yes,4,Low,Medium,2,Postgraduate,Near,65
24,77,High,Medium,7,57,Yes,3,Medium,High,2,College,Far,84
27,74,Medium,Medium,6,74,Yes,2,Medium,High,2,College,Far,68
19,92,High,Medium,6,52,Yes,3,High,Medium,1,High School,Near,70
17,81,Medium,High,8,86,Yes,1,Medium,Medium,3,Postgraduate,Near,68
20,83,Medium,Medium,6,51,Yes,2,Low,High,4,Postgraduate,Near,67
24,94,Low,Medium,6,75,Yes,1,Low,High,4,High School,Near,69
11,92,High,High,6,84,Yes,2,Low,Low,1,High School,Near,68
6,65,High,High,6,62,No,3,Low,Low,1,High School,Near,59
17,89,High,Low,9,79,No,0,Medium,Medium,2,College,Near,67
13,77,Medium,High,7,63,Yes,0,High,Low,1,High School,Moderate,63
17,72,High,High,7,61,Yes,1,Medium,Medium,4,High School,Near,65
19,62,Medium,Medium,7,91,Yes,1,Low,Medium,3,College,Near,63
17,79,Medium,Medium,7,67,Yes,1,Low,Medium,3,High School,Near,64
29,74,High,Medium,6,91,Yes,3,Low,High,4,College,Far,72
22,70,Low,Medium,5,61,Yes,1,Low,Medium,3,College,Moderate,63
22,88,Medium,Medium,9,68,No,2,Medium,Medium,2,High School,Near,66
24,91,Medium,Medium,8,55,Yes,0,Medium,Low,2,College,Moderate,67
13,70,High,High,8,75,Yes,1,High,Medium,2,Postgraduate,Moderate,66
26,62,Medium,Medium,8,69,Yes,2,Medium,High,3,College,Moderate,66
20,94,Medium,Medium,10,50,Yes,1,Low,High,4,Postgraduate,Near,68
24,60,High,High,6,73,Yes,1,Low,Medium,5,Postgraduate,Moderate,66
14,97,Medium,Medium,5,54,Yes,3,Medium,Medium,2,College,Near,68
11,85,Medium,Medium,8,92,Yes,2,Medium,Medium,4,High School,Far,65
25,73,Medium,Medium,5,75,Yes,0,Medium,Medium,2,College,Near,67
22,70,High,Low,7,85,Yes,0,High,Medium,3,High School,Far,64
15,60,Low,High,7,91,Yes,0,Low,Medium,2,College,Far,59
15,69,Medium,Medium,8,53,No,0,High,Medium,3,High School,Near,60
27,66,Low,High,6,67,Yes,1,High,High,4,College,Far,65
13,84,Medium,Medium,9,51,Yes,0,Low,Medium,4,High School,Near,64
30,67,Medium,High,6,52,Yes,1,Low,Medium,1,High School,Near,66
15,81,Medium,Medium,8,52,Yes,0,Medium,Medium,2,Postgraduate,Near,65
24,84,Medium,Medium,6,74,Yes,2,Medium,High,2,High School,Far,69
18,72,High,High,8,73,Yes,0,Medium,Medium,4,High School,Near,66
24,61,High,Medium,5,53,Yes,1,Low,High,5,College,,65
17,61,High,Medium,7,63,Yes,1,Medium,Medium,4,College,Moderate,62
19,61,Medium,Low,9,62,Yes,2,Medium,Medium,2,High School,Far,60
20,90,Low,Medium,7,65,No,4,Low,High,4,College,Moderate,68
14,73,Medium,High,9,82,Yes,1,Medium,Medium,3,High School,Near,64
24,92,High,High,7,85,Yes,0,Medium,Medium,3,College,Near,73
17,77,Medium,Medium,6,67,Yes,1,Low,Medium,1,College,Near,64
19,78,High,High,7,89,Yes,2,Medium,Medium,4,,Moderate,69
14,81,Low,Medium,8,71,Yes,1,Low,High,3,Postgraduate,Near,63
5,89,Medium,Medium,4,76,Yes,2,Medium,Medium,3,College,Near,65
19,71,Medium,Medium,8,57,Yes,2,Medium,High,4,High School,Moderate,65
34,65,Medium,Medium,6,62,Yes,0,Medium,High,3,High School,Near,67
25,82,Medium,Medium,5,86,No,0,Low,Low,4,High School,Near,67
20,73,Medium,Medium,8,99,Yes,1,Medium,Medium,3,High School,Near,66
18,78,Medium,High,9,85,Yes,1,Low,High,2,Postgraduate,Near,68
20,86,Medium,Low,7,53,Yes,1,Low,High,2,High School,Near,65
23,80,Low,Low,5,57,Yes,1,Low,Medium,4,Postgraduate,Near,66
13,85,High,Low,6,72,Yes,2,Low,Medium,1,College,Moderate,66
27,82,Medium,Medium,6,87,No,2,Low,High,2,High School,Near,69
24,90,Medium,Medium,7,58,Yes,2,Low,Medium,2,Postgraduate,Near,70
24,88,Medium,Low,7,88,Yes,2,Medium,High,2,Postgraduate,Moderate,71
23,81,High,Medium,8,78,Yes,4,Low,Low,3,High School,Moderate,70
20,87,Medium,Medium,8,89,Yes,2,Medium,Medium,3,High School,Moderate,68
24,95,High,High,8,78,Yes,2,Low,High,2,Postgraduate,Far,73
24,77,Medium,High,8,80,Yes,1,Low,High,2,High School,Moderate,68
18,77,Medium,Medium,7,62,Yes,2,High,Medium,4,College,Near,66
17,91,Medium,Low,10,86,Yes,1,Medium,Medium,3,Postgraduate,Moderate,67
21,83,Medium,Low,8,92,Yes,2,Medium,Medium,4,High School,Near,66
29,63,Medium,High,8,94,Yes,0,Medium,High,2,Postgraduate,Near,69
13,96,Medium,Medium,10,51,Yes,1,Low,Low,3,Postgraduate,Near,67
11,61,Medium,Low,7,81,Yes,5,Medium,Low,4,High School,Near,61
21,90,Medium,Medium,6,99,Yes,2,Low,Medium,3,College,Near,70
20,90,High,High,9,79,Yes,2,Low,Medium,2,High School,Near,70
21,98,Medium,Medium,9,59,No,3,Medium,Medium,3,College,Near,70
21,62,Medium,Medium,7,94,Yes,1,Low,High,3,College,Moderate,64
19,84,High,Medium,10,63,Yes,0,Low,Medium,3,College,Far,65
29,77,Medium,Medium,7,52,Yes,5,Low,Medium,4,College,Near,70
10,73,Low,High,8,72,Yes,1,Low,High,2,College,Moderate,62
15,64,High,High,9,55,Yes,1,Medium,Low,3,College,Near,64
19,83,Medium,High,7,56,Yes,1,Medium,Low,3,College,Far,67
10,79,High,Medium,8,73,No,1,Low,Low,4,High School,Near,63
19,64,Low,Medium,9,81,Yes,0,Medium,High,3,High School,Near,62
30,84,Low,Medium,6,95,Yes,2,High,High,2,College,Near,72
20,90,Low,Medium,6,85,No,3,Low,High,2,College,Near,69
21,91,Medium,High,9,92,Yes,5,Low,Medium,2,High School,Near,72
12,96,Low,Medium,7,71,Yes,2,Medium,Medium,2,College,Near,68
16,76,Low,Medium,6,66,Yes,1,Medium,Medium,3,Postgraduate,Near,64
18,98,High,High,7,80,Yes,3,Low,Medium,1,College,Near,72
18,95,High,High,8,85,Yes,2,Low,High,3,College,Near,73
28,72,High,Medium,5,78,No,5,Medium,Low,2,College,Far,67
23,66,High,Low,8,63,Yes,0,Low,Medium,4,College,Near,64
13,77,Medium,Medium,8,68,Yes,3,High,Medium,3,High School,Near,65
21,76,High,High,9,72,Yes,1,Low,High,3,High School,Moderate,67
23,83,Medium,Medium,7,51,Yes,3,Medium,High,2,College,Moderate,68
27,83,Medium,High,9,94,Yes,2,Low,High,2,High School,,72
29,90,High,Low,7,76,Yes,1,Medium,Low,3,High School,Moderate,71
14,80,Medium,Medium,7,88,Yes,1,Medium,Medium,3,High School,Near,66
15,64,High,Medium,7,59,Yes,0,Low,Medium,3,High School,Near,59
12,94,Medium,Medium,10,78,Yes,1,Medium,High,2,High School,Near,68
19,72,Low,High,5,96,No,3,Low,Low,2,High School,Moderate,64
23,99,Low,Medium,8,61,Yes,2,High,High,3,High School,Near,70
26,65,Low,Medium,7,67,Yes,4,High,Medium,3,High School,Moderate,65
20,98,High,Medium,7,69,No,2,High,High,2,College,Near,72
18,64,High,High,8,69,Yes,3,High,Medium,3,College,Moderate,66
21,69,Medium,Medium,9,80,Yes,2,Medium,High,5,College,Near,68
15,62,Medium,High,8,70,Yes,1,Low,Medium,3,College,Near,62
33,88,Medium,Low,9,84,Yes,1,Low,Medium,3,High School,Near,70
10,94,High,Medium,7,74,Yes,3,High,Medium,3,College,Moderate,70
21,77,Medium,Low,7,58,Yes,0,Low,High,3,College,Near,64
32,97,High,Low,5,97,Yes,1,Low,High,5,College,Moderate,76
20,84,Medium,Medium,10,62,Yes,1,Medium,Medium,2,College,Moderate,67
19,85,High,High,7,78,Yes,2,Low,High,3,College,Near,69
18,94,Medium,Low,7,53,Yes,4,Medium,High,3,High School,Far,68
19,72,Medium,Medium,8,96,Yes,1,Medium,High,2,Postgraduate,Moderate,67
28,74,Medium,Medium,9,96,Yes,0,High,High,3,High School,Near,69
7,96,High,Medium,6,68,Yes,2,Low,High,1,High School,Near,67
29,96,High,High,9,56,Yes,0,Low,High,4,High School,Near,73
11,99,Medium,High,7,88,No,4,Medium,Low,3,College,Near,71
18,96,Medium,Low,9,63,Yes,4,Low,Medium,3,Postgraduate,Near,70
17,65,High,Medium,6,85,Yes,1,Low,Medium,3,,Near,65
24,93,High,Medium,8,96,Yes,0,Medium,Medium,1,Postgraduate,Moderate,73
10,76,Medium,Medium,7,80,Yes,1,Low,High,4,Postgraduate,Near,65
23,100,Low,Medium,5,93,Yes,4,Low,Medium,3,Postgraduate,Moderate,73
32,79,Low,High,5,61,Yes,0,Low,High,3,College,Near,70
12,82,High,Medium,6,96,Yes,0,Low,Low,4,College,Near,66
21,81,Low,Medium,8,61,Yes,3,Medium,Low,5,High School,Moderate,66
16,73,Medium,Medium,4,61,Yes,4,Low,High,5,High School,Moderate,64
23,63,Medium,Medium,8,94,Yes,2,Medium,Medium,5,Postgraduate,Near,68
20,96,Medium,Medium,7,78,Yes,1,High,High,2,High School,Near,70
16,92,Medium,Medium,4,90,Yes,6,High,Medium,3,High School,Near,72
23,66,Medium,High,6,90,Yes,2,Low,Medium,3,High School,Near,66
31,91,Medium,Medium,6,82,Yes,2,Medium,High,3,High School,Near,74
19,85,High,Medium,7,59,Yes,0,Medium,High,4,College,Moderate,67
24,76,High,High,9,85,Yes,2,Low,Medium,2,Postgraduate,Near,71
12,70,Low,High,9,53,Yes,2,Low,Medium,2,High School,Near,60
14,94,Low,Medium,6,60,Yes,3,High,Medium,3,College,,68
23,88,Medium,Medium,6,82,Yes,0,Medium,Medium,3,College,Near,69
29,82,High,High,5,95,Yes,2,Medium,High,3,College,Near,74
22,84,High,Medium,6,89,Yes,2,Medium,Medium,3,High School,Near,71
18,64,High,Medium,6,67,Yes,0,Low,Medium,4,College,Near,63
20,79,High,Low,7,91,No,2,Low,Medium,4,College,Moderate,66
12,68,Medium,High,7,98,Yes,1,Medium,High,4,High School,Near,65
24,68,Low,Low,6,67,No,0,Low,High,3,High School,Far,60
25,86,Medium,Low,6,59,Yes,3,Low,Medium,3,High School,Near,69
17,96,High,Medium,6,60,Yes,1,Low,Medium,3,College,Near,69
17,76,Medium,High,6,70,Yes,2,High,Medium,4,Postgraduate,Moderate,67
22,68,High,Medium,9,53,Yes,1,Medium,Medium,2,High School,Moderate,65
17,86,High,High,8,74,Yes,1,Low,High,4,College,Near,70
20,95,High,Medium,8,87,Yes,0,Low,Medium,3,Postgraduate,Moderate,71
33,90,Low,Medium,9,77,Yes,3,Medium,High,6,Postgraduate,Moderate,73
19,95,Low,High,8,99,Yes,0,Low,Medium,2,Postgraduate,Moderate,70
18,81,High,Low,9,73,Yes,1,Medium,High,2,High School,Near,67
16,90,Low,High,8,51,Yes,1,High,Medium,5,High School,Moderate,67
24,66,Low,High,7,74,Yes,0,High,High,2,College,Moderate,65
19,74,High,High,6,96,Yes,2,High,Medium,3,College,,69
16,76,High,High,6,55,No,1,Low,,1,Postgraduate,,65
28,80,Medium,High,8,61,Yes,1,Low,Medium,3,College,Far,68
29,97,High,Medium,7,86,Yes,0,Medium,Medium,3,College,Near,74
16,95,Low,Medium,5,65,Yes,0,Medium,Medium,3,College,Near,68
9,65,Medium,Medium,4,88,Yes,1,Low,Medium,3,College,Near,61
26,67,Medium,Low,10,71,Yes,3,Low,Medium,3,Postgraduate,Near,67
16,74,High,High,6,90,Yes,1,Low,Medium,4,High School,Near,66
25,72,Low,Low,6,78,Yes,8,Medium,High,4,High School,Near,69
8,85,Medium,Low,9,54,Yes,1,Low,High,3,High School,Near,62
25,96,Medium,High,5,69,Yes,0,Low,Medium,4,High School,Moderate,71
13,98,High,High,8,67,Yes,1,Medium,Medium,4,Postgraduate,Moderate,71
24,86,Medium,High,10,91,Yes,0,Low,High,4,College,Near,72
20,94,Medium,High,10,81,Yes,1,Medium,High,5,High School,Far,69
14,81,Low,Medium,6,89,No,6,Low,High,3,College,Near,67
18,68,Medium,High,7,69,Yes,1,Low,High,4,High School,Moderate,63
24,81,Medium,Medium,6,85,No,1,Medium,High,4,College,Moderate,68
21,82,High,High,7,53,Yes,0,High,Medium,2,Postgraduate,Near,69
24,90,Medium,Low,9,52,Yes,0,Low,Medium,3,College,Near,65
32,69,High,High,5,64,Yes,0,Medium,Medium,3,Postgraduate,Near,70
11,75,Medium,Medium,8,89,Yes,2,High,High,4,College,Moderate,65
30,75,Medium,Medium,7,77,Yes,0,Low,Medium,2,High School,Moderate,67
21,98,Medium,High,9,70,Yes,0,Low,High,1,College,Near,72
15,78,Medium,High,9,95,Yes,1,High,High,3,High School,Near,69
12,90,High,High,6,75,No,2,Medium,Medium,3,Postgraduate,Near,69
19,90,High,Low,7,81,Yes,4,High,High,4,College,Near,71
26,71,Medium,Low,8,99,Yes,1,Medium,High,3,High School,Far,67
19,83,Low,Low,8,76,Yes,3,Low,Low,3,Postgraduate,Near,65
29,96,Low,Low,4,89,Yes,2,Low,High,2,High School,Far,70
11,79,Medium,Medium,8,71,Yes,1,Medium,Medium,2,College,Moderate,63
20,98,High,High,9,52,Yes,0,Medium,Medium,3,College,Far,71
12,69,High,Medium,7,92,Yes,1,Medium,Medium,3,College,Near,64
22,63,Medium,High,8,97,Yes,5,Medium,Medium,3,High School,Near,69
25,96,Low,Medium,9,72,Yes,0,Low,Medium,3,High School,Near,69
17,94,Medium,Medium,7,75,Yes,1,Low,High,3,Postgraduate,Moderate,70
4,100,High,Low,8,71,Yes,2,Low,Medium,4,High School,Moderate,64
21,87,Medium,High,7,100,Yes,1,Low,Medium,3,High School,Near,70
23,97,Medium,High,7,95,Yes,0,Medium,High,4,Postgraduate,Moderate,74
22,93,Medium,Medium,6,52,Yes,1,Low,Medium,3,College,Near,69
27,94,Low,Medium,7,89,Yes,3,Low,Medium,2,College,Near,73
14,83,Medium,Medium,10,80,Yes,1,Medium,High,3,College,Near,66
24,75,High,High,6,51,No,1,Medium,High,3,High School,Near,67
27,97,High,High,8,72,Yes,6,Low,Medium,2,College,Near,76
9,77,Medium,Medium,7,57,Yes,2,Medium,Low,3,High School,Near,61
22,82,Low,Medium,9,94,Yes,0,Medium,Medium,4,High School,Moderate,68
17,78,Medium,Low,9,51,Yes,1,Low,Medium,3,High School,Moderate,63
20,83,High,Low,6,94,Yes,1,Low,Medium,2,High School,Near,67
22,79,Low,Low,6,97,Yes,3,High,Medium,3,High School,Moderate,66
17,62,High,Low,6,54,Yes,2,Medium,High,3,College,Near,62
16,95,High,Low,6,86,Yes,0,Low,High,3,High School,Near,69
20,78,Medium,Medium,6,77,Yes,3,Medium,Medium,3,High School,Moderate,67
13,84,Medium,Medium,8,98,No,2,Medium,Medium,2,College,Moderate,66
13,66,High,Medium,6,90,Yes,2,Low,Medium,3,High School,Moderate,63
24,60,Medium,Medium,6,85,Yes,1,High,Medium,2,Postgraduate,Moderate,64
13,70,Low,Medium,6,96,Yes,2,Medium,Medium,5,Postgraduate,Moderate,64
24,88,Low,Medium,8,58,Yes,1,Low,High,3,High School,Near,67
23,64,Low,Medium,7,69,Yes,4,High,Medium,3,High School,Moderate,66
10,96,High,High,7,92,Yes,1,Low,Low,1,High School,Near,68
16,69,Medium,High,6,55,Yes,1,Medium,High,1,High School,Moderate,62
27,68,Medium,Medium,5,97,Yes,1,Medium,Medium,4,College,Near,68
14,67,High,Low,9,87,Yes,1,Medium,Medium,3,High School,Near,63
17,61,Medium,High,7,72,Yes,1,Medium,High,2,High School,Moderate,62
23,91,High,High,10,67,Yes,2,Low,Medium,2,College,Near,72
25,95,Medium,Low,8,57,Yes,4,Low,Medium,3,High School,Moderate,69
18,85,Medium,Low,10,55,Yes,3,Medium,High,3,High School,Near,67
16,68,Medium,High,8,71,Yes,1,High,High,3,High School,Moderate,65
29,71,High,Medium,7,92,Yes,1,Low,Medium,3,High School,Near,69
30,79,High,High,6,77,Yes,1,Low,Medium,2,High School,Near,72
26,98,Low,Medium,6,73,Yes,2,Low,Low,3,High School,Near,70
21,70,High,High,9,66,Yes,1,Medium,Low,4,College,Moderate,91
15,89,High,Low,7,58,Yes,2,Low,Medium,3,High School,Moderate,65
15,78,Low,Medium,8,100,Yes,0,Low,Medium,3,High School,Near,62
23,72,Low,High,8,51,Yes,2,Low,Medium,3,College,Far,65
23,78,Medium,Medium,8,66,Yes,1,Medium,High,1,College,Moderate,67
28,63,Medium,Low,6,88,Yes,4,Medium,High,4,High School,Far,67
24,92,Medium,High,9,76,Yes,2,High,Medium,2,High School,Near,72
11,70,Medium,Low,7,66,Yes,1,Medium,High,3,High School,Near,60
26,89,Medium,Low,7,100,Yes,0,Medium,Low,3,High School,Near,69
14,63,Medium,Medium,8,81,Yes,0,Medium,Low,5,High School,Near,61
18,98,Low,Medium,7,65,Yes,1,High,Medium,4,Postgraduate,Near,70
22,68,Medium,High,4,92,Yes,2,High,Medium,3,High School,Near,68
32,95,Medium,High,9,58,Yes,2,Medium,Medium,4,High School,Near,75
39,92,Medium,Medium,9,73,Yes,1,Medium,Medium,4,Postgraduate,Moderate,75
24,99,High,Medium,4,92,Yes,2,High,Medium,3,High School,Far,72
19,79,Low,Medium,5,99,Yes,1,Low,Medium,4,College,Moderate,66
23,89,Low,High,10,69,Yes,5,Medium,Medium,4,High School,Near,71
25,75,Low,High,7,57,Yes,4,Low,High,5,College,Near,70
18,67,Medium,High,7,78,Yes,2,Medium,Medium,3,High School,Near,63
31,78,High,High,6,97,Yes,0,Medium,High,3,High School,Near,72
21,67,Medium,Medium,5,83,Yes,1,Low,High,5,High School,Near,65
23,99,Medium,Medium,7,80,Yes,3,Low,Low,2,High School,Near,71
24,64,Medium,Medium,8,65,Yes,0,Medium,Medium,3,College,Near,65
23,84,Medium,Low,7,80,Yes,1,Medium,High,3,College,Moderate,69
25,85,Medium,Low,8,94,Yes,3,Medium,High,3,High School,Moderate,71
16,82,Medium,High,10,69,Yes,2,Low,Medium,4,College,Near,68
17,86,Low,Medium,6,62,Yes,2,Medium,High,4,High School,Near,66
13,65,High,Medium,7,74,Yes,0,High,Medium,2,High School,Moderate,60
23,82,Medium,Medium,9,69,Yes,0,High,Medium,3,High School,Near,68
25,71,Medium,High,6,73,Yes,1,Low,Medium,4,High School,Near,67
23,98,Medium,Low,7,55,Yes,3,High,High,4,High School,Near,71
30,90,High,Medium,10,67,Yes,2,Medium,Medium,6,High School,Near,74
20,99,Low,Medium,6,91,Yes,2,Medium,Low,4,High School,Near,70
24,62,Low,High,9,70,Yes,2,Low,Medium,2,College,Moderate,63
13,71,Medium,Medium,7,98,Yes,0,Medium,Medium,3,College,Near,64
18,68,Medium,High,10,85,Yes,3,Low,Medium,3,High School,Near,66
24,60,Medium,Medium,5,68,Yes,0,Medium,Low,3,Postgraduate,Near,64
25,70,High,High,7,63,Yes,1,Medium,High,3,College,Moderate,69
18,87,Medium,High,5,84,Yes,2,Medium,Low,4,Postgraduate,Near,71
20,69,High,Medium,6,65,Yes,1,Low,Medium,2,High School,Near,64
11,80,Medium,Medium,6,96,Yes,1,Low,High,3,High School,Near,65
18,96,High,Medium,7,56,Yes,2,Medium,Medium,1,College,Near,69
25,88,Medium,High,5,51,Yes,1,Medium,Low,1,High School,Near,68
23,76,Medium,Medium,7,61,Yes,3,Medium,Low,4,High School,Near,68
23,75,High,Medium,8,80,Yes,0,Low,High,4,High School,Moderate,68
20,78,Low,Medium,5,92,Yes,1,Medium,Medium,3,High School,Far,65
20,67,High,High,6,59,Yes,1,Medium,Medium,4,College,Near,65
16,85,Medium,Low,10,79,Yes,1,High,Medium,3,College,Near,66
24,75,High,Low,7,57,Yes,0,Medium,Medium,1,Postgraduate,Near,66
23,94,Medium,Low,4,78,Yes,2,High,High,4,High School,Moderate,71
23,90,High,Medium,5,51,Yes,0,Low,High,1,High School,Near,68
17,84,Low,Medium,7,78,Yes,0,High,High,5,College,Moderate,65
7,75,Medium,High,7,76,Yes,0,Medium,Low,4,College,Moderate,63
27,68,High,Medium,6,52,Yes,1,Medium,Low,5,Postgraduate,Far,66
17,91,High,Low,10,84,Yes,7,Low,High,4,College,Moderate,71
15,79,Low,Medium,10,79,Yes,2,Low,Medium,4,College,Moderate,65
24,69,Medium,High,7,81,Yes,3,Medium,Medium,4,High School,Near,68
18,68,Medium,Medium,8,76,Yes,2,High,Medium,3,Postgraduate,Near,66
26,67,Low,High,8,86,Yes,2,Low,Medium,2,High School,Near,64
24,91,Medium,Low,9,76,Yes,1,Low,Low,4,College,Near,70
24,69,High,Low,6,96,Yes,4,High,Medium,4,College,Moderate,70
12,81,Medium,High,10,97,Yes,1,Low,,5,High School,Near,66
27,78,Medium,Medium,7,86,Yes,3,Medium,,2,High School,Moderate,70
22,83,High,High,8,96,No,2,Medium,High,0,College,Near,71
18,95,Low,High,7,96,Yes,2,Medium,High,4,High School,Moderate,70
21,95,Medium,Medium,7,63,Yes,1,Low,Medium,4,Postgraduate,Near,70
9,78,High,Medium,7,100,Yes,2,Medium,Medium,2,High School,Near,66
22,61,High,Medium,5,63,Yes,1,Low,Medium,3,Postgraduate,Near,64
14,77,High,High,4,51,Yes,5,Low,Medium,3,College,Moderate,66
12,84,High,Medium,7,98,Yes,1,Low,Medium,3,High School,Near,68
11,82,Low,Low,6,61,Yes,2,Medium,Medium,2,High School,Near,61
27,86,Medium,Medium,8,79,Yes,2,Low,High,4,College,Near,72
16,66,High,High,8,99,Yes,1,Low,High,3,High School,Moderate,66
29,86,Low,Low,7,52,Yes,1,Low,Medium,3,College,Near,68
17,67,Low,Medium,9,63,Yes,1,Low,High,4,College,Far,61
10,90,High,Medium,7,80,Yes,0,Medium,Medium,5,High School,Near,67
13,74,High,High,5,88,Yes,3,Low,Medium,3,College,Near,66
27,88,Medium,Medium,7,90,Yes,3,Medium,Medium,4,Postgraduate,Moderate,74
19,62,High,Medium,9,94,Yes,0,High,Low,4,Postgraduate,Near,66
17,76,High,Medium,4,58,Yes,4,Medium,Medium,2,Postgraduate,Moderate,67
21,88,High,Low,7,69,Yes,4,Medium,Medium,3,College,Near,71
23,69,High,Low,8,86,Yes,0,Medium,High,4,College,Far,66
27,92,Medium,Medium,10,86,Yes,0,Low,Low,3,High School,Moderate,71
29,85,High,Medium,9,65,No,4,Low,Medium,4,Postgraduate,Moderate,72
18,84,Medium,Medium,7,65,Yes,2,Medium,Medium,3,High School,Near,66
12,74,High,Low,8,66,Yes,1,Low,Medium,2,High School,Near,62
18,79,High,Medium,4,95,Yes,1,Low,High,2,High School,Moderate,66
22,84,Low,High,5,95,Yes,2,Low,High,3,High School,Moderate,69
14,79,Medium,Medium,8,51,Yes,0,Medium,High,4,,Near,64
14,88,Medium,Medium,7,66,Yes,4,Medium,High,3,High School,Near,69
